Original order,Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
1435,Dessert Boat - Dessert Boat Pink & Teal Counter,,1,1,106,4,1,,
1436,Dessert Boat - Dessert Boat Pink Stool,,1,1,106,4,1,,
1437,Dessert Boat - Dessert Boat Teal Stool,,1,1,106,4,1,,
1438,Dessert Boat - Dessert Boat Wallpaper,,1,0,106,4,1,,
1439,Hello Kitty's Cafe - Hello Kitty's Cafe Chair,,1,0,106,4,1,,
1440,Hello Kitty's Cafe - Hello Kitty's Cafe Counter,,1,0,106,4,1,,
1441,Hello Kitty's Cafe - Hello Kitty's Cafe Display Case,,1,1,106,4,1,,
1442,Hello Kitty's Cafe - Hello Kitty's Cafe Table,,1,1,106,4,1,,
1443,Kitchen Essentials - Kitchen Corner Counter,,1,0,106,4,1,,
1444,Kitchen Essentials - Kitchen Counter A,,1,1,106,4,1,,
1445,Kitchen Essentials - Kitchen Counter B,,1,1,106,4,1,,
1446,Kitchen Essentials - Kitchen Counter with Cabinets,,1,0,106,4,1,,
1447,Kitchen Essentials - Kitchen Counter with Shelves,,1,1,106,4,1,,
1448,Kitchen Essentials - Kitchen Sink,,1,1,106,4,1,,
1449,Kitchen Essentials - Refrigerator,,1,1,106,4,1,,
1450,Meadow Furniture - Meadow Flooring,,1,1,106,4,1,,
1451,Meadow Furniture - Meadow Wallpaper,,1,1,106,4,1,,
1452,Ruins Furniture - Ruins Flooring,,1,0,106,4,1,,
1453,Ruins Furniture - Ruins Wallpaper,,1,0,106,4,1,,
1454,Terrarium - Cloud Terrarium,,1,0,106,4,1,,
1455,Terrarium - Gemstone Terrarium,,1,1,106,4,1,,
1456,Terrarium - Hothead Terrarium,,1,1,106,4,1,,
1457,Terrarium - Meadows Terrarium,,1,0,106,4,1,,
1458,Terrarium - Reef Terrarium,,1,1,106,4,1,,
1459,Terrarium - Seaside Terrarium,,1,1,106,4,1,,
1460,Terrarium - Swamp Terrarium,,1,1,106,4,1,,
1461,z Misc - Clothing Stand,,1,1,106,4,1,,
1462,z Misc - Comedy Club Chair,,1,0,106,4,1,,
1463,z Misc - Comedy Club Table,,1,1,106,4,1,,
1464,z Misc - Gramophone looking object ???,,1,0,106,4,1,,
1465,z Misc - Music Disc Player,,1,1,106,4,1,,
1466,z Misc - Pedestal,,1,1,106,4,1,,
1467,Black Tang Suit,,1,1,107,4,1,,
1468,Classic Dragon Hat,,1,0,107,4,1,,
1469,Classic Snake Costume,,1,1,107,4,1,,
1470,Classic Snake Hat,,1,0,107,4,1,,
1471,Dragon Floor Pillow,,1,0,107,4,1,,
1472,Dragon Pearl Display,,1,0,107,4,1,,
1473,Dragon Room Divider,,1,0,107,4,1,,
1474,Dragon Tea Set,,1,0,107,4,1,,
1475,Lantern Arch,,1,0,107,4,1,,
1476,Lantern Backpack,,1,1,107,4,1,,
1477,Lantern Sweatshirt,,1,1,107,4,1,,
1478,Luck & Lantern Event Stand,,1,0,107,4,1,,
1479,Luck & Lantern Flooring,,1,0,107,4,1,,
1480,Luck & Lantern Wallpaper,,1,0,107,4,1,,
1481,Lucky Evenlope Display,,1,0,107,4,1,,
1482,Lucky Stool,,1,0,107,4,1,,
1483,Lucky String Lights,,1,0,107,4,1,,
1484,Lucky Vase,,1,0,107,4,1,,
1485,Paper Lantern,,1,0,107,4,1,,
1486,Peacock Qipao,,1,0,107,4,1,,
1487,Red Tang Suit,,1,0,107,4,1,,
1488,Silk Tea Skirt,,1,1,107,4,1,,
1489,Silk Tea Top,,1,1,107,4,1,,
1490,Snake Tea Set,,1,0,107,4,1,,
1491,Spooky Celebration Accent Table,,1,0,107,4,1,,
1492,Spooky Celebration Armchair,,1,0,107,4,1,,
1493,Spooky Celebration Bed,,1,0,107,4,1,,
1494,Spooky Celebration Bookcase,,1,0,107,4,1,,
1495,Spooky Celebration Cauldron Planter,,1,0,107,4,1,,
1496,Spooky Celebration Desk,,1,0,107,4,1,,
1497,Spooky Celebration Double Bed,,1,0,107,4,1,,
1498,Spooky Celebration Dresser,,1,0,107,4,1,,
1499,Spooky Celebration Fence,,1,0,107,4,1,,
1500,Spooky Celebration Fence Lights,,1,0,107,4,1,,
1501,Spooky Celebration FireplaceClassic Dragon Costume,,1,0,107,4,1,,
1502,Spooky Celebration Flooring,,1,0,107,4,1,,
1503,Spooky Celebration Ghost Deco,,1,0,107,4,1,,
1504,Spooky Celebration Gravestone,,1,0,107,4,1,,
1505,Spooky Celebration Mirror,,1,0,107,4,1,,
1506,Spooky Celebration Ottoman,,1,0,107,4,1,,
1507,Spooky Celebration Pedestal,,1,0,107,4,1,,
1508,Spooky Celebration Pedestal Lantern,,1,0,107,4,1,,
1509,Spooky Celebration Podium,,1,0,107,4,1,,
1510,Spooky Celebration Pumpkin Deco,,1,0,107,4,1,,
1511,Spooky Celebration Scarecrow,,1,0,107,4,1,,
1512,Spooky Celebration Side Table,,1,0,107,4,1,,
1513,Spooky Celebration Stand (Item),,1,0,107,4,1,,
1514,Spooky Celebration Table,,1,0,107,4,1,,
1515,Spooky Celebration Wallpaper,,1,0,107,4,1,,
1516,Standing Paper Lantern,,1,0,107,4,1,,
1517,Tea Table,,1,0,107,4,1,,
1518,Wooden Lantern,,1,0,107,4,1,,
1519,Wooden Plant Stand,,1,0,107,4,1,,
1520,Double Heart Bed,,1,0,108,4,1,,
1521,Draped Caftan,,1,1,108,4,1,,
1522,Heart Arch,,1,0,108,4,1,,
1523,Heart Balloon Bouguet,,1,0,108,4,1,,
1524,Heart Bed,,1,0,108,4,1,,
1525,Heart Bow,,1,1,108,4,1,,
1526,Heart Dining Chair,,1,0,108,4,1,,
1527,Heart Divider,,1,0,108,4,1,,
1528,Heart Dresser,,1,1,108,4,1,,
1529,Heart Glasses,,1,0,108,4,1,,
1530,Heart Lamp,,1,0,108,4,1,,
1531,Heart Ottoman,,1,0,108,4,1,,
1532,Heart Plant Bouquet,,1,0,108,4,1,,
1533,Heart Side Table,,1,0,108,4,1,,
1534,Heart Table,,1,0,108,4,1,,
1535,Heart Wings,,1,1,108,4,1,,
1536,Heart Wreath Display,,1,0,108,4,1,,
1537,Heartwing,,1,0,108,4,1,,
1538,Heartwing Cape,,1,0,108,4,1,,
1539,Heartwing Tree,,1,0,108,4,1,,
1540,Hugs & Hearts Flooring,,1,0,108,4,1,,
1541,Hugs & Hearts Habitat,,1,0,108,4,1,,
1542,Hugs & Hearts Wallpaper,,1,0,108,4,1,,
1543,Love Bug Hat,,1,1,108,4,1,,
1544,Loveseat,,1,0,108,4,1,,
1545,Rockability Suit,,1,1,108,4,1,,
1546,Rose Backpack,,1,0,108,4,1,,
1547,Rose Dress,,1,1,108,4,1,,
1548,Rose Petals,,1,0,108,4,1,,
1549,Sweetheart Dress,,1,1,108,4,1,,
1550,Blush Female Kimono,,1,1,109,4,1,,
1551,Female Springtime Kimono,,1,1,109,4,1,,
1552,Gray Male Kimono,,1,1,109,4,1,,
1553,Large Sakura Vase,,1,1,109,4,1,,
1554,Large Springtime Bridge,,1,1,109,4,1,,
1555,Male Springtime Kimono,,1,1,109,4,1,,
1556,Pink Ornate Female Hakama,,1,0,109,4,1,,
1557,Sakura Backpack,,1,1,109,4,1,,
1558,Sakura Bonsai,,1,1,109,4,1,,
1559,Sakura Flower Side Table,,1,1,109,4,1,,
1560,Sakura Ikabana,,1,1,109,4,1,,
1561,Sakura Platform Bed,,1,1,109,4,1,,
1562,Sakura Pond,,1,1,109,4,1,,
1563,Sakura Rug,,1,1,109,4,1,,
1564,Sakura Topiary,,1,1,109,4,1,,
1565,Sakura Vanity,,1,1,109,4,1,,
1566,Sakura Vase,,1,1,109,4,1,,
1567,Sand Garden,,1,1,109,4,1,,
1568,Small Paper Lantern,,1,1,109,4,1,,
1569,Small Sakura Tree,,1,1,109,4,1,,
1570,Small Springtime Bridge,,1,1,109,4,1,,
1571,Small Springtime Bush,,1,1,109,4,1,,
1572,Springtime Coffee Table,,1,1,109,4,1,,
1573,Springtime Floor Cushion,,1,1,109,4,1,,
1574,Springtime Flooring,,1,1,109,4,1,,
1575,Springtime Picnic Blanket,,1,1,109,4,1,,
1576,Springtime Pond,,1,1,109,4,1,,
1577,Springtime Sakura Clip,,1,1,109,4,1,,
1578,Springtime Standing Lantern,,1,1,109,4,1,,
1579,Springtime Torii Gate,,1,1,109,4,1,,
1580,Springtime Wallpaper,,1,1,109,4,1,,
1581,Stepping Stone,,1,1,109,4,1,,
1582,Stone Pedestal,,1,1,109,4,1,,
1583,Confetti Cake,,1,1,110,4,1,,
1584,Confetti Cake Recipe,,1,1,110,4,1,,
1585,Happy Haven Cake Backpack,,1,1,110,4,1,,
1586,Happy Haven Cake Glasses,,1,1,110,4,1,,
1587,Happy Haven Cake Top Hat,,1,1,110,4,1,,
1588,Happy Haven Crown,,1,0,110,4,1,,
1589,Happy Haven Dress,,1,1,110,4,1,,
1590,Happy Haven Gown,,1,1,110,4,1,,
1591,Happy Haven Slacks,,1,1,110,4,1,,
1592,Happy Haven Tux Jacket,,1,1,110,4,1,,
1593,Happy Haven Tuxedo,,1,1,110,4,1,,
1594,Colorblaze Armchair,,1,0,111,4,1,,
1595,Colorblaze Bed,,1,0,111,4,1,,
1596,Colorblaze Blouse,,1,1,111,4,1,,
1597,Colorblaze Bookcase,,1,0,111,4,1,,
1598,Colorblaze Canopy,,1,0,111,4,1,,
1599,Colorblaze Coffee Table,,1,0,111,4,1,,
1600,Colorblaze Dining Chair,,1,1,111,4,1,,
1601,Colorblaze Dining Table,,1,0,111,4,1,,
1602,Colorblaze Divider,,1,1,111,4,1,,
1603,Colorblaze Double Bed,,1,1,111,4,1,,
1604,Colorblaze Draped Outfit,,1,1,111,4,1,,
1605,Colorblaze Dress,,1,1,111,4,1,,
1606,Colorblaze Dresser,,1,0,111,4,1,,
1607,Colorblaze Flooring,,1,1,111,4,1,,
1608,Colorblaze Marigold Backpack,,1,1,111,4,1,,
1609,Colorblaze Marigold Dress,,1,1,111,4,1,,
1610,Colorblaze Marigold Tiara,,1,1,111,4,1,,
1611,Colorblaze Marigold Wallpaper,,1,1,111,4,1,,
1612,Colorblaze Mirror,,1,1,111,4,1,,
1613,Colorblaze Nightstand,,1,1,111,4,1,,
1614,Colorblaze Ottoman,,1,1,111,4,1,,
1615,Colorblaze Paper Lantern,,1,1,111,4,1,,
1616,Colorblaze Pots,,1,1,111,4,1,,
1617,Colorblaze Potted Plant,,1,1,111,4,1,,
1618,Colorblaze Rug,,1,1,111,4,1,,
1619,Colorblaze Side Table,,1,1,111,4,1,,
1620,Colorblaze Skirt,,1,1,111,4,1,,
1621,Colorblaze Sofa,,1,1,111,4,1,,
1622,Colorblaze Wallpaper,,1,0,111,4,1,,
1623,Marigold Arch,,1,1,111,4,1,,
1624,Marigold Vase,,1,1,111,4,1,,
1625,White Achkan,,1,0,111,4,1,,
1626,White Anarkali Suit,,1,1,111,4,1,,
1627,White Sari,,1,1,111,4,1,,
1628,Blue Armor,,1,1,112,4,1,,
1629,Blue Wizard Hat,,1,0,112,4,1,,
1630,Blue Wizard Robe,,1,1,112,4,1,,
1631,Brazier,,1,0,112,4,1,,
1632,Hello Kitty Princess Dress,,1,1,112,4,1,,
1633,Hello Kitty Princess Hat,,1,1,112,4,1,,
1634,Imagination Celebration Event Stand,,1,0,112,4,1,,
1635,Imagination Celebration Flooring,,1,0,112,4,1,,
1636,Imagination Celebration Wallpaper,,1,0,112,4,1,,
1637,Kuromi Princess Dress,,1,1,112,4,1,,
1638,Kuromi Princess Hat,,1,1,112,4,1,,
1639,Long Stone Table,,1,0,112,4,1,,
1640,My Melody Princess Dress,,1,1,112,4,1,,
1641,My Melody Princess Hat,,1,1,112,4,1,,
1642,Mystic Stone Display,,1,0,112,4,1,,
1643,Peach Princess Dress,,1,0,112,4,1,,
1644,Peach Princess Hat,,1,1,112,4,1,,
1645,Royal Banner,,1,0,112,4,1,,
1646,Royal Bed,,1,0,112,4,1,,
1647,Royal Chair,,1,0,112,4,1,,
1648,Royal Double Bed,,1,0,112,4,1,,
1649,Stone Block Pedestal,,1,0,112,4,1,,
1650,Stone Column,,1,0,112,4,1,,
1651,Stone Half Wall,,1,0,112,4,1,,
1652,Stone Sconce Column,,1,0,112,4,1,,
1653,Gudetama Arm Chair,,1,0,113,4,1,,
1654,Gudetama Bed,,1,0,113,4,1,,
1655,Gudetama Bookshelf,,1,0,113,4,1,,
1656,Gudetama Coffee Table,,1,0,113,4,1,,
1657,Gudetama Dining Chair,,1,0,113,4,1,,
1658,Gudetama Dining Table,,1,0,113,4,1,,
1659,Gudetama Double Bed,,1,0,113,4,1,,
1660,Gudetama Dresser,,1,0,113,4,1,,
1661,Gudetama Egg Chair,,1,0,113,4,1,,
1662,Gudetama Egg Dress,,1,0,113,4,1,,
1663,Gudetama Egg Onesie,,1,0,113,4,1,,
1664,Gudetama Flooring,,1,0,113,4,1,,
1665,Gudetama Lamp,,1,0,113,4,1,,
1666,Gudetama Mini Shrine,,1,0,113,4,1,,
1667,Gudetama Mirror,,1,0,113,4,1,,
1668,Gudetama Ottoman,,1,0,113,4,1,,
1669,Gudetama Oversized Hoodie,,1,0,113,4,1,,
1670,Gudetama Shirt and Tie,,1,0,113,4,1,,
1671,Gudetama Side Table,,1,0,113,4,1,,
1672,Gudetama Sofa,,1,0,113,4,1,,
1673,Gudetama Sushi Hat,,1,0,113,4,1,,
1674,Gudetama Wallpaper,,1,0,113,4,1,,
1675,Orange Koi Tail,,1,1,114,4,1,,
1676,Orange Mermaid Shell Armour,,1,1,114,4,1,,
1677,Orange Mermaid Top,,1,1,114,4,1,,
1678,Reef Column,,1,0,114,4,1,,
1679,Reef Half Wall,,1,0,114,4,1,,
1680,Reef Pedestal,,1,0,114,4,1,,
1681,Under the Sea Armchair,,1,0,114,4,1,,
1682,Under the Sea Armoire,,1,0,114,4,1,,
1683,Under the Sea Bed,,1,0,114,4,1,,
1684,Under the Sea Coffee Table,,1,0,114,4,1,,
1685,Under the Sea Coral Plant 1,,1,0,114,4,1,,
1686,Under the Sea Coral Plant 2,,1,0,114,4,1,,
1687,Under the Sea Coral Plant 3,,1,0,114,4,1,,
1688,Under the Sea Double Bed,,1,0,114,4,1,,
1689,Under the Sea Event Stand,,1,0,114,4,1,,
1690,Under the Sea Flooring,,1,0,114,4,1,,
1691,Under the Sea Lamp,,1,0,114,4,1,,
1692,Under the Sea Mirror,,1,0,114,4,1,,
1693,Under the Sea Sofa,,1,0,114,4,1,,
1694,Under the Sea Wallpaper,,1,1,114,4,1,,
1695,White Clamshell Backpack,,1,1,114,4,1,,
1696,White Shell Hair Piece,,1,1,114,4,1,,
1697,Large Paper Box,,1,0,115,4,1,,
1698,Large Paper Flower,,1,1,115,4,1,,
1699,Mini Parade Float,,1,1,115,4,1,,
1700,Paper Butterfly Lamp,,1,1,115,4,1,,
1701,Paper Pinwheel,,1,1,115,4,1,,
1702,Parade Flower Arch,,1,1,115,4,1,,
1703,Parade Heart Arch,,1,1,115,4,1,,
1704,Parade Rainbow Arch,,1,1,115,4,1,,
1705,Pastel Rainbow Parade Dress,,1,1,115,4,1,,
1706,Pastel Rainbow Parade Glasses,,1,1,115,4,1,,
1707,Pastel Rainbow Parade Pants,,1,1,115,4,1,,
1708,Pastel Rainbow Parade Vest,,1,1,115,4,1,,
1709,Pastel Rainbow Parade Wings,,1,1,115,4,1,,
1710,Pastel Rainbow Pinwheel,,1,0,115,4,1,,
1711,Small Paper Box,,1,1,115,4,1,,
1712,Small Paper Flower,,1,1,115,4,1,,
1713,Lemon Fruit Bag,,1,1,116,4,1,,
1714,Lemon Fruit Body,,1,1,116,4,1,,
1715,Lemon Fruit Dress,,1,1,116,4,1,,
1716,Lemon Fruit Glasses,,1,1,116,4,1,,
1717,Lemon Fruit Hat,,1,1,116,4,1,,
1718,Rose Red Lifeguard Hoodie,,1,1,116,4,1,,
1719,Rose Red Visor,,1,0,116,4,1,,
1720,Summer Ruffle Top,,1,1,116,4,1,,
1721,Summer Wrapped Towel,,1,1,116,4,1,,
1722,Summer's End Beach Ball,,1,1,116,4,1,,
1723,Summer's End Beach Chair,,1,1,116,4,1,,
1724,Summer's End Hammock,,1,1,116,4,1,,
1725,Summer's End Lifeguard Chair,,1,1,116,4,1,,
1726,Summer's End Neon Palm Tree,,1,1,116,4,1,,
1727,Summer's End Sandbox,,1,1,116,4,1,,
1728,Summer's End Surfboard,,1,1,116,4,1,,
1729,Sunshin Sofa,,1,0,116,4,1,,
1730,Sunshine Armchair,,1,0,116,4,1,,
1731,Sunshine Bed,,1,0,116,4,1,,
1732,Sunshine Celebration Event Stand,,1,1,116,4,1,,
1733,Sunshine Celebration Flooring,,1,1,116,4,1,,
1734,Sunshine Celebration Surfboard,,1,0,116,4,1,,
1735,Sunshine Celebration Wallpaper,,1,0,116,4,1,,
1736,Sunshine Coffee Table,,1,0,116,4,1,,
1737,Sunshine Dining Chair,,1,1,116,4,1,,
1738,Sunshine Dining Table,,1,1,116,4,1,,
1739,Sunshine Double Bed,,1,1,116,4,1,,
1740,Sunshine Dresser,,1,0,116,4,1,,
1741,Sunshine Fruit Tree,,1,0,116,4,1,,
1742,Sunshine Lamp,,1,0,116,4,1,,
1743,Sunshine Lemonade Tray,,1,0,116,4,1,,
1744,Sunshine Mirror,,1,0,116,4,1,,
1745,Sunshine Side Table,,1,0,116,4,1,,
1746,Badtzmaru's Friendship Festival Outfit,,1,0,117,4,1,,
1747,Big Challenges' Friendship Festival Outfit,,1,0,117,4,1,,
1748,Chococat's Friendship Festival Outfit,,1,0,117,4,1,,
1749,Cinnamoroll's Friendship Festival Outfit,,1,0,117,4,1,,
1750,Cobra Pose Emote,,1,0,117,4,1,,
1751,Freeze Jump Emote,,1,0,117,4,1,,
1752,Friendship Ball Gown,,1,1,117,4,1,,
1753,Friendship Crown,,1,1,117,4,1,,
1754,Friendship Hello Kitty Dress,,1,1,117,4,1,,
1755,Friendship Kuromi Dress,,1,1,117,4,1,,
1756,Friendship Lala Dress,,1,1,117,4,1,,
1757,Friendship My Melody Dress,,1,1,117,4,1,,
1758,Friendship My Sweet Piano Dress,,1,1,117,4,1,,
1759,Friendship Retsuko Dress,,1,1,117,4,1,,
1760,Friendship Tiara,,1,1,117,4,1,,
1761,Friendship Top Hat,,1,0,117,4,1,,
1762,Friendship TOPHAT Monocle,,1,1,117,4,1,,
1763,Friendship Tuxedo,,1,0,117,4,1,,
1764,Friendship Wish Me Mell Dress,,1,1,117,4,1,,
1765,Hangyodon's Friendship Festival Outfit,,1,0,117,4,1,,
1766,Hello Kitty's Friendship Festival Outfit,,1,0,117,4,1,,
1767,Hula Emote,,1,0,117,4,1,,
1768,Keroppi's Friendship Festival Outfit,,1,0,117,4,1,,
1769,Kiki's Friendship Festival Outfit,,1,0,117,4,1,,
1770,Kuromi's Friendship Festival Outfit,,1,0,117,4,1,,
1771,Lala's Friendship Festival Outfit,,1,0,117,4,1,,
1772,My Melody's Friendship Festival Outfit,,1,0,117,4,1,,
1773,My Sweet Piano's Friendship Festival Outfit,,1,0,117,4,1,,
1774,Pekkle's Friendship Festival Outfit,,1,0,117,4,1,,
1775,Pochacco's Friendship Festival Outfit,,1,0,117,4,1,,
1776,Pompompurin's Friendship Festival Outfit,,1,0,117,4,1,,
1777,Power Pose Emote,,1,0,117,4,1,,
1778,Prom Pose Emote,,1,0,117,4,1,,
1779,Retsuko's Friendship Festival Outfit,,1,0,117,4,1,,
1780,Shrug Emote,,1,0,117,4,1,,
1781,TOPHAT's Friendship Festival Outfit,,1,0,117,4,1,,
1782,Tree Pose Emote,,1,0,117,4,1,,
1783,Tuxedosam's Friendship Festival Outfit,,1,0,117,4,1,,
1784,Wish me mell's Friendship Festival Outfit,,1,0,117,4,1,,
1785,Badtz-maru Scholastic Vest,,1,1,118,4,1,,
1786,Chococat Scholastic Shorts,,1,1,118,4,1,,
1787,Chococat Scholastic Vest,,1,1,118,4,1,,
1788,Green School Sweater Vest (manual add),,1,1,118,4,1,,
1789,Hello Kitty Scholastic Jacket,,1,1,118,4,1,,
1790,Hello Kitty Scholastic Skirt,,1,1,118,4,1,,
1791,Keroppi Scholastic Jacket,,1,1,118,4,1,,
1792,Maroon School Glasses (manual add),,1,1,118,4,1,,
1793,Maroon School Jacket (manual add),,1,1,118,4,1,,
1794,Maroon School Shorts (manual add),,1,1,118,4,1,,
1795,Maroon School Skirt (manual add),,1,1,118,4,1,,
1796,My Melody Scholastic Jacket,,1,1,118,4,1,,
1797,My Melody Scholastic Skirt,,1,1,118,4,1,,
1798,Scholastic Bookshelf,,1,0,118,4,1,,
1799,Scholastic Celebration Event Stand,,1,0,118,4,1,,
1800,Scholastic Celebration Flooring,,1,0,118,4,1,,
1801,Scholastic Celebration Wallpaper,,1,0,118,4,1,,
1802,Scholastic Chalkboard,,1,0,118,4,1,,
1803,Scholastic Globe,,1,0,118,4,1,,
1804,Scholastic Locker,,1,0,118,4,1,,
1805,School Beret,,1,0,118,4,1,,
1806,School Chair,,1,0,118,4,1,,
1807,School Desk,,1,0,118,4,1,,
1808,School Glasses,,1,0,118,4,1,,
1809,School Jacket,,1,0,118,4,1,,
1810,School Pencil,,1,0,118,4,1,,
1811,School Shorts,,1,0,118,4,1,,
1812,School Skirt,,1,0,118,4,1,,
1813,School Sweater Vest,,1,0,118,4,1,,
1814,Teacher's Chair,,1,0,118,4,1,,
1815,Teacher's Desk,,1,0,118,4,1,,
1816,Currant Jamboree Overalls,,1,0,119,4,1,,
1817,Jam Barrel,,1,1,119,4,1,,
1818,Jam Jamboree Event Stand,,1,1,119,4,1,,
1819,Jam Jamboree Wallpaper,,1,1,119,4,1,,
1820,Jamboree Bench,,1,1,119,4,1,,
1821,Jamboree Berry Bucket,,1,1,119,4,1,,
1822,Jamboree Crate Display,,1,1,119,4,1,,
1823,Jamboree Jam Spool Table,,1,1,119,4,1,,
1824,Jamboree Spool Table,,1,1,119,4,1,,
1825,Jamboree Wagon,,1,1,119,4,1,,
1826,Rhubarb Jamboree Overalls,,1,0,119,4,1,,
1827,Sky Jamboree Overalls,,1,0,119,4,1,,
1828,Strawberry Jamboree Bonnet,,1,0,119,4,1,,
1829,Strawberry Jamboree Bow,,1,0,119,4,1,,
1830,Strawberry Jamboree Dress,,1,1,119,4,1,,
1831,Strawberry Jamboree Overalls,,1,1,119,4,1,,
1832,Strawberry Jamboree Straw Hat,,1,1,119,4,1,,
1833,Midnight Monster Beanie,,1,0,120,4,1,,
1834,Midnight Monster Overalls,,1,1,120,4,1,,
1835,Old Frank Franken Hat,,1,0,120,4,1,,
1836,Old Frank Halloween Jacket,,1,1,120,4,1,,
1837,Original Halloween Jacket,,1,1,120,4,1,,
1838,Original Monster Overalls,,1,1,120,4,1,,
1839,Original Patchwork Gown,,1,1,120,4,1,,
1840,Purple Bat Bow,,1,0,120,4,1,,
1841,Simple Bat Bow,,1,0,120,4,1,,
1842,Spooky Celebration Accent Table,,1,0,120,4,1,,
1843,Spooky Celebration Armchair,,1,0,120,4,1,,
1844,Spooky Celebration Bed,,1,1,120,4,1,,
1845,Spooky Celebration Bookcase,,1,0,120,4,1,,
1846,Spooky Celebration Cauldron Planter,,1,1,120,4,1,,
1847,Spooky Celebration Desk,,1,1,120,4,1,,
1848,Spooky Celebration Double Bed,,1,0,120,4,1,,
1849,Spooky Celebration Dresser,,1,0,120,4,1,,
1850,Spooky Celebration Fence,,1,1,120,4,1,,
1851,Spooky Celebration Fence Lights,,1,1,120,4,1,,
1852,Spooky Celebration Fireplace,,1,0,120,4,1,,
1853,Spooky Celebration Flooring,,1,0,120,4,1,,
1854,Spooky Celebration Ghost Deco,,1,1,120,4,1,,
1855,Spooky Celebration Gravestone,,1,1,120,4,1,,
1856,Spooky Celebration Mirror,,1,0,120,4,1,,
1857,Spooky Celebration Ottoman,,1,0,120,4,1,,
1858,Spooky Celebration Pedestal,,1,1,120,4,1,,
1859,Spooky Celebration Pedestal Lantern,,1,1,120,4,1,,
1860,Spooky Celebration Podium,,1,1,120,4,1,,
1861,Spooky Celebration Pumpkin Deco,,1,1,120,4,1,,
1862,Spooky Celebration Scarecrow,,1,1,120,4,1,,
1863,Spooky Celebration Side Table,,1,0,120,4,1,,
1864,Spooky Celebration Stand (Item),,1,0,120,4,1,,
1865,Spooky Celebration Table,,1,0,120,4,1,,
1866,Spooky Celebration Wallpaper,,1,0,120,4,1,,
1867,Teal Patchwork Gown,,1,1,120,4,1,,
1868,Vampire Bat Bow,,1,1,120,4,1,,
1869,Badtz-maru Holiday Sweater,,1,0,121,4,1,,
1870,Big Challenges Holiday Sweater,,1,0,121,4,1,,
1871,Candy Cane Archway,,1,0,121,4,1,,
1872,Candy Cane Chair,,1,0,121,4,1,,
1873,Candy Cane Decoration,,1,0,121,4,1,,
1874,Candy Cane Fence,,1,0,121,4,1,,
1875,Candy Lamp,,1,0,121,4,1,,
1876,Candy Stool,,1,0,121,4,1,,
1877,Chococat Holiday Sweater,,1,0,121,4,1,,
1878,Cinnamoroll Holiday Sweater,,1,0,121,4,1,,
1879,Gingerbread Bed,,1,0,121,4,1,,
1880,Gingerbread Bench,,1,0,121,4,1,,
1881,Gingerbread Beret,,1,0,121,4,1,,
1882,Gingerbread Derby Hat,,1,0,121,4,1,,
1883,Gingerbread Double Bed,,1,0,121,4,1,,
1884,Gingerbread Dress,,1,1,121,4,1,,
1885,Gingerbread Flooring,,1,0,121,4,1,,
1886,Gingerbread Jacket,,1,1,121,4,1,,
1887,Gingerbread Slacks,,1,1,121,4,1,,
1888,Gingerbread Table,,1,0,121,4,1,,
1889,Gingerbread Tree,,1,0,121,4,1,,
1890,Gingerbread Wallpaper,,1,0,121,4,1,,
1891,Give and Gather Cookie Plate,,1,0,121,4,1,,
1892,Give and Gather Tree,,1,0,121,4,1,,
1893,Gumdrop Fence,,1,0,121,4,1,,
1894,Hangyodon Holiday Sweater,,1,0,121,4,1,,
1895,Hello Kitty Holiday Sweater,,1,0,121,4,1,,
1896,Keroppi Holiday Sweater,,1,0,121,4,1,,
1897,Kiki Holiday Sweater,,1,0,121,4,1,,
1898,Kuromi Holiday Sweater,,1,0,121,4,1,,
1899,Lala Holiday Sweater,,1,0,121,4,1,,
1900,My Melody Holiday Sweater,,1,0,121,4,1,,
1901,My Sweet Piano Holiday Sweater,,1,0,121,4,1,,
1902,Pekkle Holiday Sweater,,1,0,121,4,1,,
1903,Pochacco Holiday Sweater,,1,0,121,4,1,,
1904,Pompompurin Holiday Sweater,,1,0,121,4,1,,
1905,Retsuko Holiday Sweater,,1,0,121,4,1,,
1906,TOPHAT Holiday Sweater,,1,0,121,4,1,,
1907,Tuxedosam Holiday Sweater,,1,0,121,4,1,,
1908,Lighttime Bomber Jacket,,1,1,122,4,1,,
1909,Lighttime Flower,,1,1,122,4,1,,
1910,Lighttime Jubilee Archway,,1,0,122,4,1,,
1911,Lighttime Jubilee Dance Floor A,,1,0,122,4,1,,
1912,Lighttime Jubilee Dance Floor B,,1,0,122,4,1,,
1913,Lighttime Jubilee Display,,1,0,122,4,1,,
1914,Lighttime Jubilee Floors,,1,0,122,4,1,,
1915,Lighttime Jubilee Mirror,,1,0,122,4,1,,
1916,Lighttime Jubilee Star Archway,,1,0,122,4,1,,
1917,Lighttime Jubilee Walls,,1,0,122,4,1,,
1918,Lighttime Pants,,1,1,122,4,1,,
1919,Lighttime Skirt,,1,1,122,4,1,,
1920,Lighttime Sleeveless Top,,1,1,122,4,1,,
1921,Tabletop Heart Light,,1,0,122,4,1,,
1922,Tabletop Sphere Light,,1,0,122,4,1,,
1923,Tabletop Star Light,,1,0,122,4,1,,
1924,50th Anniversary Balloons,Hello Kitty's 50th Anniversary,1,0,123,4,1,,
